id,body,actor,reply,time,class
493,Late night McDonald’s run?,a_beatles_fan,92,0:26,
494,Cookout 👀👀,sweetietooth,92,0:31,
495,I’ve never seen something so...beautiful,tastyrobot,92,0:49,
496,This post is giving me to much serotonin 🤩🤩,NoahM1121,92,0:05,
497,Why am I torturing myself at 1 am,ian7298,92,0:45,
498,When I get a “quick snack” as a reward for my late-night studies,vilbert,92,6:10,
499,Wow! How beautiful!,KatieeeM,93,0:42,
500,Is that real?!,dommc1,93,0:55,
501,What a perfect evening,dariank,93,0:22,
502,How lucky you are to live there,artisanalways,93,0:04,
503,Wish I was there,james_c,93,0:15,
504,Can I come watch the sunset with you next time?!,laurenchou3,93,0:42,
505,I love!!,janeross,93,0:29,
506,Such a great picture!,dana84,93,0:26,
507,What an awesome spot,kingsaqueen,93,5:33,
508,Wow! I miss you too,aliu,94,0:45,
509,Come home!,MannyDL34,94,0:38,
510,This city and these people miss you more!,poolsey,94,0:02,
511,The best friends,donuts4me,94,0:54,
512,Can’t wait to see you!!,janielee,94,0:50,
513,Miss you! But know you are having the best time at school xoxo,mewranda,94,0:39,
514,Great shot!,angeletti,94,3:26,
515,Scary Hours 2 by Drake,caffeinated,95,0:04,
516,OMGG I LOVE THIS ALBUM SO MUCH!!,tastyrobot,95,0:36,
517,Not an album but the new Silk Sonic song has been on repeat,sam3872,95,0:45,
518,I've been listening to A Better Time by Davido nonstop!,sofiaberger,95,0:13,
519,So lush ✨✨,bradlee,95,1:27,
520,Miss you so much!,kaykay027,96,0:11,
521,What a sunset!! 😍,JuniperQ,96,0:31,
522,Me too!! 😭,laurenchou3,96,0:16,
523,How has it been 2 years already,willjkares,96,0:44,
524,The beach sounds so good right now!,alicia_murary,96,5:25,
525,Ooo oysters yummm,sydthebaker,97,0:39,
526,Looks like you’ve done this before,lukas_m,97,0:56,
527,Long live the shrimp boots,pomipomi,97,0:14,
528,Nice sunglasses,breethebaker,97,0:08,
529,Where is my invite?,jhalll,97,0:29,
530,"Merry Christmas, still salty you didn’t use my recipe",alysssa_b,97,5:05,
531,Sweet Jorts,caffeinated,98,0:48,
532,Looks fast sitting still,robeats,98,0:03,
533,Started the fireworks early I see,youngcunningham,98,0:36,
534,Hahaha Nascar shirts return,realvictorpatel,98,0:37,
535,Family tradition at this point,lukas_m,98,0:26,
536,Wouldn’t expect anything less,lisapowell,98,0:07,
537,squad 🔥🔥,jcoop,98,3:18,
538,as they should,kaykay027,99,0:10,
539,Dis v cute,ArchiesAdventures,99,0:43,
540,Okkk Abby!!!,Sharmathecharma,99,0:47,
541,Aww demon puppies!!,janeross,99,0:37,
542,awww,KatieeeM,99,3:36,
543,Nice,daharms,100,0:33,
544,Cool lights,sweetietooth,100,0:14,
545,i'm gonna miss you bb,nathan89,100,0:46,
546,pwetty,NoahM1121,100,0:03,
547,Cuties,dana84,100,0:56,
548,very pretty,ian7298,100,4:41,
549,Perfect way to cheer up a day!,kdlee,101,0:47,
550,For me? 😁,tarakha,101,0:48,
551,Love it!,snowbird,101,0:39,
552,Pretty in pink!,ancho-n-cayenne,101,0:50,
553,Color helps anything!!!,owen_the_oven,101,0:31,
554,💗💗💗💗,chaelson,101,0:26,
555,"Rain, rain go away☔love the positivity though!",caffeinated,101,2:12,
556,Thinking of you too! Hope you are healthy and happy! 💕,chaelson,102,0:18,
557,Happy International Women’s Month!! You are one of my favorite women!,sam3872,102,0:45,
558,Just received my first vaccine dose!!,dommc1,102,0:22,
559,Me too 😁 Not that I don’t love seeing you via facetime 😆,ededdneddy,102,0:16,
560,Must be a sign! I really was just thinking about how I miss our neighborhood walks!,Sharmathecharma,102,6:30,
561,Best trip ever!,janielee,103,0:15,
562,Omg so cuteeee!,c_russ,103,0:43,
563,Gorgeous! What mountain range is that? I think I’ve been there!,tastyrobot,103,0:31,
564,Miss you guys so much!!,jhalll,103,0:53,
565,I love this!,alysssa_b,103,6:10,
566,So proud of you!,pr1ncessdiana,104,0:13,
567,YESSSSSS,marchii2,104,0:16,
568,Had so much fun with you this week! Best roommate ever!,tarakha,104,0:40,
569,AMAZING! So glad you had fun!!!,davidplayshockey,104,0:47,
570,USA USA USA USA!!!!!,kingsaqueen,104,1:24,
571,Aww your puppy is adorable!!!!,ancho-n-cayenne,105,0:49,
572,Love that movie,mewranda,105,0:33,
573,Kuma looks like she’s soaking up that golden hour,snowbird,105,0:03,
574,Favorite De Niro movie is The Godfather,robeats,105,0:39,
575,"Been a while since you posted, hope you are doing well! 😊",janeross,105,0:59,
576,Thank you Kuma for blessing my feed!,donuts4me,105,0:06,
577,What shelter did you get her from?,realvictorpatel,105,5:28,
578,Where was my invite?!?,lukas_m,106,0:31,
579,You better have gotten a chocolate milkshake for me,davidplayshockey,106,0:58,
580,You guys look soooo gooooood,sofiaberger,106,0:23,
581,As soon as you try to take a picture Soph does not know how to act,ededdneddy,106,0:43,
582,Do you guys ever get any sleep?,julian.lifts,106,0:46,
583,This was definitely taken in the Jeep,KatieeeM,106,4:26,
584,Love u 3,james_c,107,0:06,
585,Stud,youngcunningham,107,0:48,
586,What a guy,dariank,107,0:20,
587,You’re making your mama cry,kikokano,107,0:57,
588,Beast mode,pomipomi,107,0:34,
589,Saquon,owen_the_oven,107,3:24,
590,"WOW, so beautiful!",KatieeeM,108,0:17,
591,Hope you’re having fun! I miss you,Harry_cost1991,108,0:32,
592,This is sweet,tastyrobot,108,0:13,
593,"Come back soon, we miss you!",greatnathan_12,108,0:43,
594,Love this!,daharms,108,0:07,
595,When will you be back? I haven’t seen you in forever!,lisapowell,108,0:09,
596,amazing picture!,juan_photography,108,2:17,
597,OMG SO CUTE!,owen_the_oven,109,0:46,
598,He’s sooooo little,ArchiesAdventures,109,0:42,
599,When can I come meet him??!!,ria_camiii,109,0:13,
600,"Look at his little curly fur, how sweet",ancho-n-cayenne,109,0:47,
601,Aww adorable,caffeinated,109,4:55,
602,Wow look at that sunset!,chaelson,110,0:29,
603,Snow days are the best days,willjkares,110,0:20,
604,Beautiful sunset - I miss you!,ededdneddy,110,0:47,
605,Cotton candy skies,sam3872,110,0:34,
606,😍😍😍,tastyrobot,110,0:02,
607,Now time to warm up with some hot cocoa!,mewranda,110,4:42,
608,you so tough bro 🔥🔥,snowbird,111,0:01,
609,i see the designer belt 👀,kaykay027,111,0:33,
610,😍😍😍❤,JuniperQ,111,0:32,
611,why do you never smile bro ,aliu,111,0:05,
612,OMG you snapped 😭😭💕,c_russ,111,0:18,
613,drippp,avi_patell,111,4:00,
614,you a fool bro 😭😭😭😭,SamTHEMAN,112,0:21,
615,send me this meme pls 👀😭🤣,tastyrobot,112,0:13,
616,why is this me lmao💀💀💀,debby_sims,112,0:05,
617,LMFAOOOO😂😂😂😂,a_beatles_fan,112,0:30,
618,#mood,kingsaqueen,112,0:07,
619,rip,avi_patell,112,4:35,
620,Awww!,lucyinurdreams,113,0:28,
621,friend!!!!!,alf_e,113,0:35,
622,We've gotta go out walking together sometime!,ian7298,113,0:53,
623,I love all the wildlife around here.,avi_patell,113,0:23,
624,What's better than a bird? Love to see it.,daharms,113,1:45,
625,Where was this???,KatieeeM,114,0:03,
626,That's cool!,kingsaqueen,114,0:46,
627,You need a walking buddy one of these days? I'd love to.,snowbird,114,0:02,
628,I don't think you're getting in any trouble lol!,ancho-n-cayenne,114,0:52,
629,"Let me take you to a game sometime, it'll be even more fun.",pomipomi,114,6:34,
630,congrats!!,sweetcakers,115,0:55,
631,yayy congratss,laurenchou3,115,0:29,
632,so proud of u!,alf_e,115,0:16,
633,CONGRATS BRO,julian.lifts,115,0:19,
634,congratulations!,bradlee,115,4:38,
635,ayyy,realvictorpatel,116,0:53,
636,you're my favorite swimmer,greatnathan_12,116,0:36,
637,let's gooo,SamTHEMAN,116,0:04,
638,congrats!,NoahM1121,116,6:32,
639,This is such a cool picture!,alf_e,117,0:08,
640,wow so cool,greatnathan_12,117,0:47,
641,pop offf,chaelson,117,0:51,
642,🤩🤩,a_beatles_fan,117,1:11,
643,look at him go,nathan89,118,0:41,
644,so cool!,juan_photography,118,0:57,
645,woww,davidplayshockey,118,0:46,
646,sheeesh,a_beatles_fan,118,1:43,
647,so aesthetic,sweetpea,119,0:05,
648,nice,jhalll,119,0:29,
649,this was so fun!!,MannyDL34,119,2:14,
650,aww so cute,Sharmathecharma,120,0:52,
651,cuteee,JuniperQ,120,0:23,
652,u guys are so cute!!,davidplayshockey,120,0:10,
653,this is adorable omg,sweetcakers,120,1:23,
654,wow!!,Harry_cost1991,121,0:48,
655,Amazing!,vilbert,121,0:14,
656,Beautiful picture!,greatnathan_12,121,0:26,
657,so pretty!!,ria_camiii,121,0:12,
658,love this 😍,donuts4me,121,2:58,
659,woahhh,realvictorpatel,122,0:02,
660,amazing!!,ria_camiii,122,0:40,
661,Stunning perspective,davidplayshockey,122,0:13,
662,u are so talented!,eric_hz,122,6:00,
663,lmaooo,alf_e,123,0:16,
664,bruhh 💀,jhalll,123,0:52,
665,rip,lisapowell,123,0:57,
666,how did that even happen 😭😭,vilbert,123,0:49,
667,L,sweetcakers,123,1:42,
668,ok wow 😳,SamTHEMAN,124,0:53,
669,Perfect Sunday,a_beatles_fan,124,0:18,
670,Yum,snowbird,124,0:01,
671,if u could stop going cute places without me that would be great pls and thank u,ededdneddy,124,0:15,
672,Yes girl 😍😍,willjkares,124,5:56,
673,I love 😍😍😍,davidplayshockey,125,0:56,
674,STUNNING,jhalll,125,0:09,
675,Oh wow,juan_photography,125,0:12,
676,I'm obsessed,kikokano,125,0:26,
677,🔥🔥🔥,luke_porter3,125,6:10,
678,Okay hey hotties🔥🔥😍😍 love you so much k bye,kdlee,126,,
679,FOMO so jealous I couldn’t make it! Glad you had fun though,bradlee,126,,
680,no wonder she doesn’t remember hooking up. Look at all those shots,julian.lifts,126,,
681,It’s the saying you were raped when you were actually just drunk for me ,SamTHEMAN,126,,
682,"@SamTHEMAN not funny, he had no right doing that when she was so wasted",dommc1,126,,
683,"seriously @dommc1 @SamTHEMAN stop blaming her, that’s so messed up",davidplayshockey,126,,
684,"this pic is so cute, SLAYING the outfits queens🔥🔥😍😍 ",ria_camiii,127,,
685,"lmao at Hannah posing in the back, you better work",lisapowell,127,,
686,if she didn’t want to hook up then why’d she get so hammered smh,vilbert,127,,
687,after all that beer I bet she doesn’t even remember if it was rape ,NoahM1121,127,,
688,@NoahM1121 if she was too drunk to remember then she definitely couldn’t consent,jhalll,127,,
689,@NoahM1121 @jhalll you seriously need to stop blaming her and believe her instead. ,tarakha,127,,
690,"Great shot... awesome to see how far you've come, hope you are well...",Sharmathecharma,128,0:21,
691,locks tent from inside,kikokano,128,0:32,
692,where is this 👀,mianahyde,128,0:30,
693,Dope pic bro ,sofiaberger,128,1:52,
694,when are we going again bro,MannyDL34,129,0:56,
695,no invite tsk,ian7298,129,0:41,
696,mr. x-games,realvictorpatel,129,0:49,
697,skiing is for the whimps,davidplayshockey,129,0:25,
698,"nice, I want to go there too 😉",juan_photography,129,4:20,
699,Kasey's another bro don't worry- but thanks man! better RSVP to the wedding already 😤 ,alf_e,130,0:12,
700,Thanks for tagging me! Can't wait for the wedding 😊,jhalll,130,0:35,
701,ayeee 🎉 @jhalll i better be invited ,lisapowell,130,0:07,
702,the last single bros left 😤 but @700 congrats my guy ,vilbert,130,9:56,
703,,sweetcakers,130,5:49,
704,OMGGGGGGG ,SamTHEMAN,131,0:33,
705,Barry 🥺,a_beatles_fan,131,0:37,
706,My son 😭😭,snowbird,131,0:02,
707,SUCH a cute dog!!! ,ArchiesAdventures,131,0:34,
708,What type of dog is he omg 🥺,ededdneddy,131,1:44,
709,aesthetic ,willjkares,132,0:38,
710,lets goooo,jcoop,132,3:01,
711,peep me in the background can't believe i made it on THE aria sharma's post,jhalll,133,0:59,
712,"Congrats, Aria! Can't wait to see what the future will bring!",juan_photography,133,0:06,
713,see you at state bro,kikokano,133,0:41,
714,king 👑,julian.lifts,133,1:25,
715,loved celebrating with you 🥰💗 until next year 😉,avi_patell,134,0:19,
716,happy birthday dude!! can't wait to see you soon,kdlee,134,0:47,
717,y'all are so wholesome 🥺,bradlee,134,3:27,
718,sheeeeeee,alf_e,135,0:08,
719,ok flex 👀🥵,sweetpea,135,0:51,
720,ice on my wrist im a nice guy,james_c,135,0:59,
721,whose watches 😂,luke_porter3,135,3:30,
722,DOM when are we racing,realvictorpatel,136,0:30,
723,can i get a ride sheee,bradlee,136,0:54,
724,looking good g,poolsey,136,0:04,
725,🐐,aliu,136,5:53,
726,very dramatic photo for some pancakes i see 👀,julian.lifts,137,0:55,
727,yessir,ria_camiii,137,0:26,
728,why is this pic so extra 😂,owen_the_oven,137,6:50,
